project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_a260_a280_ratio,analytes_amount,analytes_analyte_id,analytes_analyte_quantity,analytes_analyte_type,analytes_analyte_type_id,analytes_analyte_volume,analytes_concentration,analytes_experimental_protocol_type,analytes_normal_tumor_genotype_snp_match,analytes_ribosomal_rna_28s_16s_ratio,analytes_rna_integrity_number,analytes_spectrophotometer_method,analytes_state,analytes_submitter_id,analytes_well_number
TCGA-SKCM,197ac33e-d5df-40de-92f2-6ef7fe2ad6dd,TCGA-BF-A1PX,bc1a2679-829c-4e75-9bd4-26aaa3a9fb65,TCGA-BF-A1PX-10A,959de3f1-a2b1-4d25-9b49-a858f4ae3934,TCGA-BF-A1PX-10A-01,,,3ee0c868-ff3a-40a1-ad3d-682ec5cd5121,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1PX-10A-01D,
TCGA-SKCM,197ac33e-d5df-40de-92f2-6ef7fe2ad6dd,TCGA-BF-A1PX,bc1a2679-829c-4e75-9bd4-26aaa3a9fb65,TCGA-BF-A1PX-10A,959de3f1-a2b1-4d25-9b49-a858f4ae3934,TCGA-BF-A1PX-10A-01,,,7c57cb00-f988-452f-bb80-fb9a7e014cea,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1PX-10A-01W,
TCGA-SKCM,197ac33e-d5df-40de-92f2-6ef7fe2ad6dd,TCGA-BF-A1PX,ee2f9863-0dae-4830-a780-e7745414bc3d,TCGA-BF-A1PX-01A,2e5b022f-9f74-431f-b4aa-a33131b56508,TCGA-BF-A1PX-01A-12,1.7,,0bb4039a-58fd-4f86-af3c-609efaeb98b6,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.2,7.4,UV Spec,released,TCGA-BF-A1PX-01A-12R,
TCGA-SKCM,63db0da6-f451-436f-9b1c-211b55947770,TCGA-EB-A551,2bcebace-c92b-4fca-81d0-7a7ae5ce2353,TCGA-EB-A551-01A,b5185a4a-e047-4d81-9e51-5877c0ee4594,TCGA-EB-A551-01A-21,1.94,,a546fa38-2a4f-4b42-8287-af4924a4263a,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.73,8.7,UV Spec,released,TCGA-EB-A551-01A-21R,
TCGA-SKCM,63db0da6-f451-436f-9b1c-211b55947770,TCGA-EB-A551,2bcebace-c92b-4fca-81d0-7a7ae5ce2353,TCGA-EB-A551-01A,b5185a4a-e047-4d81-9e51-5877c0ee4594,TCGA-EB-A551-01A-21,,,e31ed07e-787f-4a87-af57-f29948cbb12f,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A551-01A-21W,
TCGA-SKCM,63db0da6-f451-436f-9b1c-211b55947770,TCGA-EB-A551,3a312835-6cf0-4f05-88c2-3382cf375e04,TCGA-EB-A551-10A,b091ba80-437b-4cb1-8879-86a846670de1,TCGA-EB-A551-10A-01,,,4508251a-3685-4837-b941-23d738f73814,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A551-10A-01W,
TCGA-SKCM,63db0da6-f451-436f-9b1c-211b55947770,TCGA-EB-A551,3a312835-6cf0-4f05-88c2-3382cf375e04,TCGA-EB-A551-10A,b091ba80-437b-4cb1-8879-86a846670de1,TCGA-EB-A551-10A-01,,,7a7ab00b-7637-4867-91bc-fc184a500555,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A551-10A-01D,
TCGA-SKCM,debd7156-8b97-4bdf-9dd9-7e469277d252,TCGA-EB-A4P0,025c829c-375b-41eb-afb4-069db0f5bc3d,TCGA-EB-A4P0-01A,ead284de-9025-480b-bc2c-86c835b964a6,TCGA-EB-A4P0-01A-41,,,7359d4bd-b540-4583-9ef6-40f55dff56a3,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4P0-01A-41W,
TCGA-SKCM,debd7156-8b97-4bdf-9dd9-7e469277d252,TCGA-EB-A4P0,025c829c-375b-41eb-afb4-069db0f5bc3d,TCGA-EB-A4P0-01A,ead284de-9025-480b-bc2c-86c835b964a6,TCGA-EB-A4P0-01A-41,1.79,,ce961fec-e152-49cd-8d7a-866b0e6c7c19,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.15,7.6,UV Spec,released,TCGA-EB-A4P0-01A-41R,
TCGA-SKCM,debd7156-8b97-4bdf-9dd9-7e469277d252,TCGA-EB-A4P0,5e7020ac-bc19-4946-a4f7-2fb36069583a,TCGA-EB-A4P0-10A,91e8fac6-5db0-4342-ac1f-ec547f994a07,TCGA-EB-A4P0-10A-01,,,2637a9f9-0e4b-4847-89db-7a34fea18108,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4P0-10A-01D,
TCGA-SKCM,debd7156-8b97-4bdf-9dd9-7e469277d252,TCGA-EB-A4P0,5e7020ac-bc19-4946-a4f7-2fb36069583a,TCGA-EB-A4P0-10A,91e8fac6-5db0-4342-ac1f-ec547f994a07,TCGA-EB-A4P0-10A-01,,,4b2a27cc-c718-4957-944c-d203ea5f9a8e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4P0-10A-01W,
TCGA-SKCM,debd7156-8b97-4bdf-9dd9-7e469277d252,TCGA-EB-A4P0,025c829c-375b-41eb-afb4-069db0f5bc3d,TCGA-EB-A4P0-01A,ead284de-9025-480b-bc2c-86c835b964a6,TCGA-EB-A4P0-01A-41,,,c6eda49e-73b9-47ee-9c35-fefd13632486,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4P0-01A-41D,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,c3ce1857-971f-4416-9f5a-2aa029c6c75a,TCGA-ER-A2NF-10A,30c4cebb-8db9-4581-b13a-94870ab98e1b,TCGA-ER-A2NF-10A-01,,,50229296-95f8-4795-b589-6194f5331d0a,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-ER-A2NF-10A-01W,
TCGA-SKCM,b6ee9305-c935-4692-81f3-956956d5b4c4,TCGA-EB-A5VU,8120e449-3e9f-496c-b4d7-85d67becf90f,TCGA-EB-A5VU-10A,e2ed491d-c2a2-4756-94fc-13f5ae44dfa8,TCGA-EB-A5VU-10A-01,,,c6ed4a16-2a2f-4e88-982d-a5a33fbdca93,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5VU-10A-01D,
TCGA-SKCM,b6ee9305-c935-4692-81f3-956956d5b4c4,TCGA-EB-A5VU,8120e449-3e9f-496c-b4d7-85d67becf90f,TCGA-EB-A5VU-10A,e2ed491d-c2a2-4756-94fc-13f5ae44dfa8,TCGA-EB-A5VU-10A-01,,,f11e7e4a-543b-4ece-b4aa-9fe143e4a640,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A5VU-10A-01W,
TCGA-SKCM,b6ee9305-c935-4692-81f3-956956d5b4c4,TCGA-EB-A5VU,a3e7242d-47a7-44a3-9cf0-357d398a9735,TCGA-EB-A5VU-01A,1a7c879c-1486-4e86-883f-d25ba8c699f7,TCGA-EB-A5VU-01A-21,1.88,,230b97aa-76d2-479a-be09-5910c0a10f92,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.36,8.2,UV Spec,released,TCGA-EB-A5VU-01A-21R,
TCGA-SKCM,b6ee9305-c935-4692-81f3-956956d5b4c4,TCGA-EB-A5VU,a3e7242d-47a7-44a3-9cf0-357d398a9735,TCGA-EB-A5VU-01A,1a7c879c-1486-4e86-883f-d25ba8c699f7,TCGA-EB-A5VU-01A-21,,,5be828ce-599d-474f-885b-56d427c87893,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A5VU-01A-21D,
TCGA-SKCM,b6ee9305-c935-4692-81f3-956956d5b4c4,TCGA-EB-A5VU,a3e7242d-47a7-44a3-9cf0-357d398a9735,TCGA-EB-A5VU-01A,1a7c879c-1486-4e86-883f-d25ba8c699f7,TCGA-EB-A5VU-01A-21,,,d4dd57ba-c97c-416c-a021-7f1fd5b71e1e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A5VU-01A-21W,
TCGA-SKCM,6783fb7d-f509-47c6-b39f-535a9026f6bc,TCGA-BF-AAP1,bd48aa87-2974-435d-9f1d-df0e4a822752,TCGA-BF-AAP1-01A,261cd36a-302f-4d13-8d03-8bc437463ee9,TCGA-BF-AAP1-01A-11,1.92,,3313d3f8-fd70-4e94-9104-2cff17846d8e,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.21,8.7,UV Spec,released,TCGA-BF-AAP1-01A-11R,
TCGA-SKCM,6783fb7d-f509-47c6-b39f-535a9026f6bc,TCGA-BF-AAP1,bd48aa87-2974-435d-9f1d-df0e4a822752,TCGA-BF-AAP1-01A,261cd36a-302f-4d13-8d03-8bc437463ee9,TCGA-BF-AAP1-01A-11,,,5009b822-eff6-4525-a804-22f9a6f614f7,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP1-01A-11D,
TCGA-SKCM,6783fb7d-f509-47c6-b39f-535a9026f6bc,TCGA-BF-AAP1,bd48aa87-2974-435d-9f1d-df0e4a822752,TCGA-BF-AAP1-01A,261cd36a-302f-4d13-8d03-8bc437463ee9,TCGA-BF-AAP1-01A-11,,,c0bfd023-6625-4f99-8c5d-dd908e9bfae3,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-AAP1-01A-11W,
TCGA-SKCM,6783fb7d-f509-47c6-b39f-535a9026f6bc,TCGA-BF-AAP1,fe16cfbe-8d26-4f0c-9345-3f45789fec3e,TCGA-BF-AAP1-10A,95874c45-6b28-460c-b40a-553dd5fc55fb,TCGA-BF-AAP1-10A-01,,,71242494-4962-4d45-9582-65096853724f,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP1-10A-01D,
TCGA-SKCM,6783fb7d-f509-47c6-b39f-535a9026f6bc,TCGA-BF-AAP1,fe16cfbe-8d26-4f0c-9345-3f45789fec3e,TCGA-BF-AAP1-10A,95874c45-6b28-460c-b40a-553dd5fc55fb,TCGA-BF-AAP1-10A-01,,,b32bbdb1-ab2c-495b-9037-4aa4f3c46a3d,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-AAP1-10A-01W,
TCGA-SKCM,f1a69042-8347-45c1-b925-8526a8443b86,TCGA-FR-A2OS,8297b2d9-3633-43d4-b6b0-51000b2913ae,TCGA-FR-A2OS-01A,0f634c7e-9cf0-4386-90a8-c17099d742c4,TCGA-FR-A2OS-01A-11,,,c64078b8-2c50-46ce-bfe6-c8f0e3a31fba,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A2OS-01A-11W,
TCGA-SKCM,f1a69042-8347-45c1-b925-8526a8443b86,TCGA-FR-A2OS,8297b2d9-3633-43d4-b6b0-51000b2913ae,TCGA-FR-A2OS-01A,0f634c7e-9cf0-4386-90a8-c17099d742c4,TCGA-FR-A2OS-01A-11,1.88,,cdd799fc-3dce-4741-b509-85d3824f7458,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,2.1,8.7,UV Spec,released,TCGA-FR-A2OS-01A-11R,
TCGA-SKCM,905ea29f-588a-497b-9f06-2eef3bdc9442,TCGA-EE-A29B,73ed3aa7-1aad-42b6-ac8a-1ca284a75a48,TCGA-EE-A29B-06A,a91da133-9ad9-4bf9-a031-cee2a636b1ba,TCGA-EE-A29B-06A-11,,,1ffc5e57-187f-4612-b754-e8f75dc3de26,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EE-A29B-06A-11D,
TCGA-SKCM,905ea29f-588a-497b-9f06-2eef3bdc9442,TCGA-EE-A29B,73ed3aa7-1aad-42b6-ac8a-1ca284a75a48,TCGA-EE-A29B-06A,a91da133-9ad9-4bf9-a031-cee2a636b1ba,TCGA-EE-A29B-06A-11,,,35a8655c-8197-4a39-9b94-88215f3190bc,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A29B-06A-11W,
TCGA-SKCM,905ea29f-588a-497b-9f06-2eef3bdc9442,TCGA-EE-A29B,73ed3aa7-1aad-42b6-ac8a-1ca284a75a48,TCGA-EE-A29B-06A,a91da133-9ad9-4bf9-a031-cee2a636b1ba,TCGA-EE-A29B-06A-11,1.81,,a8fe5601-a11f-4404-9d42-c09bc1f3adc4,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.4,7.4,UV Spec,released,TCGA-EE-A29B-06A-11R,
TCGA-SKCM,905ea29f-588a-497b-9f06-2eef3bdc9442,TCGA-EE-A29B,cdbc7250-cfdb-485b-bd1f-b3d82dcd168d,TCGA-EE-A29B-10A,8ef1a970-3d6e-4849-9728-88e6da4b291c,TCGA-EE-A29B-10A-01,,,7610c1eb-987e-4ddf-bde1-f358fa3f2ac1,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A29B-10A-01W,
TCGA-SKCM,905ea29f-588a-497b-9f06-2eef3bdc9442,TCGA-EE-A29B,cdbc7250-cfdb-485b-bd1f-b3d82dcd168d,TCGA-EE-A29B-10A,8ef1a970-3d6e-4849-9728-88e6da4b291c,TCGA-EE-A29B-10A-01,,,beb37f41-6653-4fb3-8111-17817c3d0ef0,,DNA,D,,0.15,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-EE-A29B-10A-01D,
TCGA-SKCM,f1a69042-8347-45c1-b925-8526a8443b86,TCGA-FR-A2OS,0f520e63-dd4a-43d1-9f92-00e15647eb81,TCGA-FR-A2OS-10B,6c372552-1875-4f38-b1df-0329841fe2ba,TCGA-FR-A2OS-10B-01,,,018e7e30-d2da-4a6e-b52b-083ed33e7abd,,DNA,D,,0.15,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-FR-A2OS-10B-01D,
TCGA-SKCM,f1a69042-8347-45c1-b925-8526a8443b86,TCGA-FR-A2OS,0f520e63-dd4a-43d1-9f92-00e15647eb81,TCGA-FR-A2OS-10B,6c372552-1875-4f38-b1df-0329841fe2ba,TCGA-FR-A2OS-10B-01,,,89a3c860-232f-4770-8b8c-23be28e67e91,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FR-A2OS-10B-01W,
TCGA-SKCM,f1a69042-8347-45c1-b925-8526a8443b86,TCGA-FR-A2OS,8297b2d9-3633-43d4-b6b0-51000b2913ae,TCGA-FR-A2OS-01A,0f634c7e-9cf0-4386-90a8-c17099d742c4,TCGA-FR-A2OS-01A-11,,,5de2b06c-b07c-45cd-a622-b8498ecdc5e3,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FR-A2OS-01A-11D,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,20ecf8d6-2ca9-4c8a-b6ce-8b2a3ba51ae3,TCGA-ER-A2NF-06A,59f9e985-ee28-442f-b3ea-6f88b4cabb74,TCGA-ER-A2NF-06A-11,,,17e7d4e9-5f25-4eab-9aa5-6062a04fd08c,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-ER-A2NF-06A-11D,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,20ecf8d6-2ca9-4c8a-b6ce-8b2a3ba51ae3,TCGA-ER-A2NF-06A,59f9e985-ee28-442f-b3ea-6f88b4cabb74,TCGA-ER-A2NF-06A-11,1.84,,6119b099-2c98-4dc9-b8ce-3cd82c2817f5,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.4,7.6,UV Spec,released,TCGA-ER-A2NF-06A-11R,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,20ecf8d6-2ca9-4c8a-b6ce-8b2a3ba51ae3,TCGA-ER-A2NF-06A,59f9e985-ee28-442f-b3ea-6f88b4cabb74,TCGA-ER-A2NF-06A-11,,,97396bb8-f971-4ea4-9244-2687bc85c3c9,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-ER-A2NF-06A-11W,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,52edd1db-f1c3-4b87-b959-b5b095e52463,TCGA-ER-A2NF-01A,3866fb55-faa0-49f9-a1bf-3135754915d5,TCGA-ER-A2NF-01A-11,,,4e9721cb-b83a-493a-9f7e-c7f4188525ab,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-ER-A2NF-01A-11D,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,52edd1db-f1c3-4b87-b959-b5b095e52463,TCGA-ER-A2NF-01A,3866fb55-faa0-49f9-a1bf-3135754915d5,TCGA-ER-A2NF-01A-11,,,cc52fd24-4a8e-440a-adac-a1778182c19f,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-ER-A2NF-01A-11W,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,52edd1db-f1c3-4b87-b959-b5b095e52463,TCGA-ER-A2NF-01A,3866fb55-faa0-49f9-a1bf-3135754915d5,TCGA-ER-A2NF-01A-11,1.86,,e6801284-d863-43ad-bcc7-a5679e8a6a75,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.3,9.2,UV Spec,released,TCGA-ER-A2NF-01A-11R,
TCGA-SKCM,d32a4219-4cca-470f-b6b3-11447d9f5e0b,TCGA-ER-A2NF,c3ce1857-971f-4416-9f5a-2aa029c6c75a,TCGA-ER-A2NF-10A,30c4cebb-8db9-4581-b13a-94870ab98e1b,TCGA-ER-A2NF-10A-01,,,d6d4bebe-6248-4817-acbb-379bf24b6cda,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-ER-A2NF-10A-01D,
TCGA-SKCM,ef40fa3d-807b-47c1-9f77-58e9778ce391,TCGA-BF-A5ES,a1808434-f7ce-468d-8c15-efb1245fbda0,TCGA-BF-A5ES-10A,b325d238-9bfc-4a0c-ae99-c9796b0a574c,TCGA-BF-A5ES-10A-01,,,3654fa15-7a2a-42b8-968f-398066f4aad0,,DNA,D,,0.13,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5ES-10A-01D,
TCGA-SKCM,ef40fa3d-807b-47c1-9f77-58e9778ce391,TCGA-BF-A5ES,a1808434-f7ce-468d-8c15-efb1245fbda0,TCGA-BF-A5ES-10A,b325d238-9bfc-4a0c-ae99-c9796b0a574c,TCGA-BF-A5ES-10A-01,,,708a52d6-1d12-4054-b193-3f6af3e91794,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5ES-10A-01W,
TCGA-SKCM,ef40fa3d-807b-47c1-9f77-58e9778ce391,TCGA-BF-A5ES,caf1bbfa-d165-482b-8169-8ea0cc00fa3d,TCGA-BF-A5ES-01A,7bbbac1b-13ae-4267-9663-57f4c62a1452,TCGA-BF-A5ES-01A-11,,,6b79b963-d174-4c52-8066-6dffde1b7cea,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5ES-01A-11D,
TCGA-SKCM,ef40fa3d-807b-47c1-9f77-58e9778ce391,TCGA-BF-A5ES,caf1bbfa-d165-482b-8169-8ea0cc00fa3d,TCGA-BF-A5ES-01A,7bbbac1b-13ae-4267-9663-57f4c62a1452,TCGA-BF-A5ES-01A-11,1.87,,94764d74-a9ac-41e9-add4-86c3941a8ffa,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.34,8.2,UV Spec,released,TCGA-BF-A5ES-01A-11R,
TCGA-SKCM,ef40fa3d-807b-47c1-9f77-58e9778ce391,TCGA-BF-A5ES,caf1bbfa-d165-482b-8169-8ea0cc00fa3d,TCGA-BF-A5ES-01A,7bbbac1b-13ae-4267-9663-57f4c62a1452,TCGA-BF-A5ES-01A-11,,,ca8a341e-8e4e-4454-82dd-640ec4355120,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5ES-01A-11W,
TCGA-SKCM,90aa7540-93e7-4ffa-9e77-879198be1e7b,TCGA-ER-A19G,70fb4ec5-922d-4f46-a810-088baa29f0cc,TCGA-ER-A19G-10A,d4cdbf84-da9e-4a8e-a797-12e10844e5f9,TCGA-ER-A19G-10A-01,,,07a5bd31-1235-4843-9dbf-ba367efc30a9,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-ER-A19G-10A-01D,
TCGA-SKCM,9ef30567-6e19-4cd0-8ec8-69194136418d,TCGA-LH-A9QB,2501eeac-c3bc-4e3e-9238-fc1d4367b579,TCGA-LH-A9QB-10A,dd0ede20-4f5b-40ac-8ddb-eb119a627069,TCGA-LH-A9QB-10A-01,,,09b70079-5f3d-4e7f-81dd-6c3f459026c9,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-LH-A9QB-10A-01D,
TCGA-SKCM,9ef30567-6e19-4cd0-8ec8-69194136418d,TCGA-LH-A9QB,2501eeac-c3bc-4e3e-9238-fc1d4367b579,TCGA-LH-A9QB-10A,dd0ede20-4f5b-40ac-8ddb-eb119a627069,TCGA-LH-A9QB-10A-01,,,21aa4c29-45e9-4c2c-ab34-f9714e2785ee,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-LH-A9QB-10A-01W,
TCGA-SKCM,7436a28f-01a3-4148-b38e-63c57b5d86c4,TCGA-XV-AAZW,bc0f35e6-f464-4c3e-b506-e13c4598db41,TCGA-XV-AAZW-01A,4368f5c2-218c-4cbd-ab4c-a1120d84b4f9,TCGA-XV-AAZW-01A-12,,,760dc045-5220-4d4b-9648-f4642299f4d1,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-AAZW-01A-12D,
TCGA-SKCM,7436a28f-01a3-4148-b38e-63c57b5d86c4,TCGA-XV-AAZW,bc0f35e6-f464-4c3e-b506-e13c4598db41,TCGA-XV-AAZW-01A,4368f5c2-218c-4cbd-ab4c-a1120d84b4f9,TCGA-XV-AAZW-01A-12,1.8,,b9e8ddfc-ea9f-4141-994d-5bbe9f527e2e,,RNA,R,,0.15,nRNA - Melanoma Protocol,Yes,1.15,7.8,UV Spec,released,TCGA-XV-AAZW-01A-12R,
TCGA-SKCM,7436a28f-01a3-4148-b38e-63c57b5d86c4,TCGA-XV-AAZW,d1fad7fb-cd48-4dc1-aef2-fb00bfa6e58c,TCGA-XV-AAZW-10A,ce257ac6-2189-469c-837e-94ef2857383b,TCGA-XV-AAZW-10A-01,,,0ae28036-6d73-4425-8257-2d456070a8bf,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-AAZW-10A-01D,
TCGA-SKCM,9ef30567-6e19-4cd0-8ec8-69194136418d,TCGA-LH-A9QB,166bec0b-66f8-4892-bda2-3994725d24b0,TCGA-LH-A9QB-06A,4bc86ec0-3329-4103-90cf-f5933003a0bb,TCGA-LH-A9QB-06A-11,,,014a0186-5cfa-4d8c-9fdb-8e63dd676d5e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-LH-A9QB-06A-11W,
TCGA-SKCM,9ef30567-6e19-4cd0-8ec8-69194136418d,TCGA-LH-A9QB,166bec0b-66f8-4892-bda2-3994725d24b0,TCGA-LH-A9QB-06A,4bc86ec0-3329-4103-90cf-f5933003a0bb,TCGA-LH-A9QB-06A-11,,,23931948-8f6f-4d34-b576-ea798dc82178,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-LH-A9QB-06A-11D,
TCGA-SKCM,9ef30567-6e19-4cd0-8ec8-69194136418d,TCGA-LH-A9QB,166bec0b-66f8-4892-bda2-3994725d24b0,TCGA-LH-A9QB-06A,4bc86ec0-3329-4103-90cf-f5933003a0bb,TCGA-LH-A9QB-06A-11,1.91,,80d53f32-7214-460c-bd04-df9c73670286,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.47,8.1,UV Spec,released,TCGA-LH-A9QB-06A-11R,
TCGA-SKCM,633ddc04-c424-42c8-8e54-673968b130a7,TCGA-BF-A1Q0,5060b0ad-e07a-443e-8582-382c61af81ac,TCGA-BF-A1Q0-10A,5087ffe5-59ed-42f9-96f2-a2f01254eb01,TCGA-BF-A1Q0-10A-01,,,6d2bc34e-7390-4267-bdbb-c3bb7e8fccb2,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1Q0-10A-01D,
TCGA-SKCM,633ddc04-c424-42c8-8e54-673968b130a7,TCGA-BF-A1Q0,5060b0ad-e07a-443e-8582-382c61af81ac,TCGA-BF-A1Q0-10A,5087ffe5-59ed-42f9-96f2-a2f01254eb01,TCGA-BF-A1Q0-10A-01,,,87ab9c5c-6480-41d7-a93c-b2ac170da833,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1Q0-10A-01W,
TCGA-SKCM,633ddc04-c424-42c8-8e54-673968b130a7,TCGA-BF-A1Q0,b68cfb6b-4249-4855-8278-b18c0f561efd,TCGA-BF-A1Q0-01A,1effd919-273b-4d8a-8b45-2c3545d6fc6e,TCGA-BF-A1Q0-01A-21,1.81,,0045d2cd-2ce9-4cd9-8bfa-adbabf700aeb,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.4,8.3,UV Spec,released,TCGA-BF-A1Q0-01A-21R,
TCGA-SKCM,633ddc04-c424-42c8-8e54-673968b130a7,TCGA-BF-A1Q0,b68cfb6b-4249-4855-8278-b18c0f561efd,TCGA-BF-A1Q0-01A,1effd919-273b-4d8a-8b45-2c3545d6fc6e,TCGA-BF-A1Q0-01A-21,,,49243ad6-e7c1-47f2-84f7-f63d67ddf544,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1Q0-01A-21D,
TCGA-SKCM,633ddc04-c424-42c8-8e54-673968b130a7,TCGA-BF-A1Q0,b68cfb6b-4249-4855-8278-b18c0f561efd,TCGA-BF-A1Q0-01A,1effd919-273b-4d8a-8b45-2c3545d6fc6e,TCGA-BF-A1Q0-01A-21,,,73c4441a-3c08-439a-abad-4c4cd38d0dc2,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1Q0-01A-21W,
TCGA-SKCM,90aa7540-93e7-4ffa-9e77-879198be1e7b,TCGA-ER-A19G,70fb4ec5-922d-4f46-a810-088baa29f0cc,TCGA-ER-A19G-10A,d4cdbf84-da9e-4a8e-a797-12e10844e5f9,TCGA-ER-A19G-10A-01,,,7dcc7e3c-dbb7-4565-859f-53180235050a,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-ER-A19G-10A-01W,
